type,theme,count,percent,percent_count
State,Energy and Utilities,4,0.01320175583352586,0.01% (4)
Federal,Information retrieval,4,0.005753160642628044,0.01% (4)
Federal,Education,4,0.005753160642628044,0.01% (4)
Federal,Public Safety:Law enforcement,4,0.005753160642628044,0.01% (4)
Federal,Eligibility,4,0.005753160642628044,0.01% (4)
County,Health & Human Services,4,0.03673431903756084,0.04% (4)
Federal,decisions,4,0.005753160642628044,0.01% (4)
Federal,ptab,4,0.005753160642628044,0.01% (4)
Federal,Information Technology:Internet of Things,4,0.005753160642628044,0.01% (4)
County,Recreation,4,0.03673431903756084,0.04% (4)
County,"Licenses, Permits, and Records",4,0.03673431903756084,0.04% (4)
Federal,Energy:Conventional energy,4,0.005753160642628044,0.01% (4)
Federal,2015_GR_UTIG,4,0.005753160642628044,0.01% (4)
Federal,2016_AK_NASA,4,0.005753160642628044,0.01% (4)
County,Tax & Finance,4,0.03673431903756084,0.04% (4)
Federal,SDGI,4,0.005753160642628044,0.01% (4)
Federal,status,4,0.005753160642628044,0.01% (4)
Federal,statutes,4,0.005753160642628044,0.01% (4)
Federal,2014_GR_UTIG,4,0.005753160642628044,0.01% (4)
Federal,litigation,4,0.005753160642628044,0.01% (4)
Federal,HCV Infected Veterans in VHA Care,4,0.005753160642628044,0.01% (4)
City,Sustainability and Natural Environment,4,0.018751171948246766,0.02% (4)
Federal,HANPP,4,0.005753160642628044,0.01% (4)
Federal,ip5,4,0.005753160642628044,0.01% (4)
Federal,2014_AK_ARISE,4,0.005753160642628044,0.01% (4)
Federal,Standards:Reference instruments,4,0.005753160642628044,0.01% (4)
Federal,tsv,4,0.005753160642628044,0.01% (4)
Federal,2013_GR_UTIG,4,0.005753160642628044,0.01% (4)
Federal,trial,4,0.005753160642628044,0.01% (4)
Federal,Standards:Conformity assessment,4,0.005753160642628044,0.01% (4)
Federal,tmog,4,0.005753160642628044,0.01% (4)
Federal,subclass,4,0.005753160642628044,0.01% (4)
Federal,SSP,4,0.005753160642628044,0.01% (4)
Federal,subclassification,4,0.005753160642628044,0.01% (4)
Federal,2008_GR_UTIG,4,0.005753160642628044,0.01% (4)
Federal,SCOAPE,4,0.005753160642628044,0.01% (4)
Federal,SCAR-B,4,0.005753160642628044,0.01% (4)
Federal,Social Services,4,0.005753160642628044,0.01% (4)
County,Urban Planning,4,0.03673431903756084,0.04% (4)
Federal,County Transportation Statistics,4,0.005753160642628044,0.01% (4)
Federal,full,4,0.005753160642628044,0.01% (4)
Federal,taf,4,0.005753160642628044,0.01% (4)
Federal,ERBE MEaSUREs,4,0.005753160642628044,0.01% (4)
Federal,Historical Curated Content,4,0.005753160642628044,0.01% (4)
State,Child & Adult Welfare,4,0.01320175583352586,0.01% (4)
Federal,EPOCH,4,0.005753160642628044,0.01% (4)
Federal,2009_GR_UTIG,4,0.005753160642628044,0.01% (4)
State,Business Development,4,0.01320175583352586,0.01% (4)
Federal,Health:Precision medicine,4,0.005753160642628044,0.01% (4)
Federal,rejections,4,0.005753160642628044,0.01% (4)
Federal,2009_AK_UAF,4,0.005753160642628044,0.01% (4)
Federal,search,4,0.005753160642628044,0.01% (4)
Federal,Health: Medical imaging,4,0.005753160642628044,0.01% (4)
Federal,Fire:Fire fighting,4,0.005753160642628044,0.01% (4)
Federal,green book,4,0.005753160642628044,0.01% (4)
Federal,single-page,4,0.005753160642628044,0.01% (4)
Federal,GPCP,4,0.005753160642628044,0.01% (4)
Federal,Information Technology:Visualization research,4,0.005753160642628044,0.01% (4)
Federal,Chemistry,4,0.005753160642628044,0.01% (4)
Federal,board,4,0.005753160642628044,0.01% (4)
State,Public Safety & Corrections,4,0.01320175583352586,0.01% (4)
City,Energy Usage,4,0.018751171948246766,0.02% (4)
Federal,OCO,4,0.005753160642628044,0.01% (4)
Federal,ai,4,0.005753160642628044,0.01% (4)
Federal,USA SPENDING,4,0.005753160642628044,0.01% (4)
Federal,Materials:Concrete/cement,4,0.005753160642628044,0.01% (4)
Federal,Materials : Modeling and computational material science,4,0.005753160642628044,0.01% (4)
Federal,Manufacturing:Systems engineering,4,0.005753160642628044,0.01% (4)
Federal,CMARE_2004,4,0.005753160642628044,0.01% (4)
City,Housing,4,0.018751171948246766,0.02% (4)
City,Jobs,4,0.018751171948246766,0.02% (4)
Federal,PROVE,4,0.005753160642628044,0.01% (4)
Federal,PTSD Randomized Controlled Trials,4,0.005753160642628044,0.01% (4)
Federal,MAS_eMAS,4,0.005753160642628044,0.01% (4)
State,Legislative,4,0.01320175583352586,0.01% (4)
Federal,appeal,4,0.005753160642628044,0.01% (4)
Federal,Transit,4,0.005753160642628044,0.01% (4)
Federal,aps,4,0.005753160642628044,0.01% (4)
Federal,ascii,4,0.005753160642628044,0.01% (4)
State,Rail,4,0.01320175583352586,0.01% (4)
Federal,[List],4,0.005753160642628044,0.01% (4)
City,"Elections, Politics",4,0.018751171948246766,0.02% (4)
Federal,Models,4,0.005753160642628044,0.01% (4)
Federal,NAGDC,4,0.005753160642628044,0.01% (4)
Federal,Veterans Benefits,4,0.005753160642628044,0.01% (4)
Federal,Aeolus,4,0.005753160642628044,0.01% (4)
City,All External Datasets,4,0.018751171948246766,0.02% (4)
Federal,Bioscience:Engineering/synthetic biology,4,0.005753160642628044,0.01% (4)
State,US Dept of Commerce Bureau of Economic Analysis,4,0.01320175583352586,0.01% (4)
City,Budget & Finance,4,0.018751171948246766,0.02% (4)
Federal,VA Healthcare Utilization,4,0.005753160642628044,0.01% (4)
City,Communications and Community Outreach,4,0.018751171948246766,0.02% (4)
City,Education/Youth/Family,4,0.018751171948246766,0.02% (4)
Federal,Mobility,4,0.005753160642628044,0.01% (4)
City,"Culture, Heritage",4,0.018751171948246766,0.02% (4)
Federal,Buildings and Construction:Structural engineering,4,0.005753160642628044,0.01% (4)
State,Social and Human Services,4,0.01320175583352586,0.01% (4)
Federal,Metrology:Thermometry metrology,4,0.005753160642628044,0.01% (4)
State,School Finance,4,0.01320175583352586,0.01% (4)
Federal,AJAX,4,0.005753160642628044,0.01% (4)
City,"Education, Training, Research, Teaching",4,0.018751171948246766,0.02% (4)
Federal,Trade Shifts,4,0.005753160642628044,0.01% (4)
Federal,Sentinel-3B,4,0.005753160642628044,0.01% (4)
Federal,bpai,4,0.005753160642628044,0.01% (4)
State,Government That Works,4,0.01320175583352586,0.01% (4)
Federal,Physics,4,0.005753160642628044,0.01% (4)
Federal,cancer,4,0.005753160642628044,0.01% (4)
City,Revenue,4,0.018751171948246766,0.02% (4)
Federal,citation,4,0.005753160642628044,0.01% (4)
Federal,LECZ,4,0.005753160642628044,0.01% (4)
City,Land Use,3,0.014063378961185074,0.01% (3)
County,Financial,3,0.027550739278170634,0.03% (3)
Federal,SMAPVEX15,3,0.004314870481971033,0.00% (3)
County,Demographics,3,0.027550739278170634,0.03% (3)
Federal,2005_GR_NASA,3,0.004314870481971033,0.00% (3)
City,Economic Growth,3,0.014063378961185074,0.01% (3)
Federal,Dynamic Gravity Dataset,3,0.004314870481971033,0.00% (3)
Federal,1996_GR_NASA,3,0.004314870481971033,0.00% (3)
Federal,Fleet,3,0.004314870481971033,0.00% (3)
Federal,1995_GR_NASA,3,0.004314870481971033,0.00% (3)
Federal,International,3,0.004314870481971033,0.00% (3)
Federal,SSF,3,0.004314870481971033,0.00% (3)
Federal,Manufacturing:Lean manufacturing,3,0.004314870481971033,0.00% (3)
Federal,Metrology:Environmental metrology,3,0.004314870481971033,0.00% (3)
Federal,2015_AK_NASA,3,0.004314870481971033,0.00% (3)
State,Legislature,3,0.009901316875144395,0.01% (3)
Federal,MULTI-TASTE,3,0.004314870481971033,0.00% (3)
Federal,2009_AK_NASA,3,0.004314870481971033,0.00% (3)
Federal,2015_AK_UAF,3,0.004314870481971033,0.00% (3)
Federal,POES,3,0.004314870481971033,0.00% (3)
Federal,2006_GR_NASA,3,0.004314870481971033,0.00% (3)
Federal,Traumatic Brain Injury ,3,0.004314870481971033,0.00% (3)
Federal,Environment:Marine science,3,0.004314870481971033,0.00% (3)
Federal,Climate Change - Sustainable Landscapes,3,0.004314870481971033,0.00% (3)
State,Communities & Commerce,3,0.009901316875144395,0.01% (3)
City,General,3,0.014063378961185074,0.01% (3)
Federal,1997_GR_NASA,3,0.004314870481971033,0.00% (3)
Federal,Traumatic Brain Injury,3,0.004314870481971033,0.00% (3)
City,Texas Pure Products,3,0.014063378961185074,0.01% (3)
City,Development & Infrastructure,3,0.014063378961185074,0.01% (3)
City,Development,3,0.014063378961185074,0.01% (3)
Federal,2004_AN_NASA,3,0.004314870481971033,0.00% (3)
Federal,ORNL DAAC MODIS SUBSETS,3,0.004314870481971033,0.00% (3)
State,Health Providers & Services,3,0.009901316875144395,0.01% (3)
City,Public Safety Communications,3,0.014063378961185074,0.01% (3)
Federal,Pharmacy,3,0.004314870481971033,0.00% (3)
City,Environmental Health & Sustainability,3,0.014063378961185074,0.01% (3)
Federal,ULANDSAT,3,0.004314870481971033,0.00% (3)
Federal,2003_GR_NASA,3,0.004314870481971033,0.00% (3)
Federal,Metrology:Pressure and vacuum metrology,3,0.004314870481971033,0.00% (3)
State,Financing,3,0.009901316875144395,0.01% (3)
Federal,2002_GR_NASA,3,0.004314870481971033,0.00% (3)
Federal,2002_AN_NASA,3,0.004314870481971033,0.00% (3)
Federal,CDC,3,0.004314870481971033,0.00% (3)
Federal,2001_GR_NASA,3,0.004314870481971033,0.00% (3)
Federal,2014_AK_NASA,3,0.004314870481971033,0.00% (3)
Federal,Manufacturing:Sustainable manufacturing,3,0.004314870481971033,0.00% (3)
Federal,Data on Veterans,3,0.004314870481971033,0.00% (3)
Federal,1999_GR_NASA,3,0.004314870481971033,0.00% (3)
Federal,Standards: Reference data,3,0.004314870481971033,0.00% (3)
Federal,Manufacturing:Supply chain,3,0.004314870481971033,0.00% (3)
Federal,Software,3,0.004314870481971033,0.00% (3)
Federal,1998_GR_NASA,3,0.004314870481971033,0.00% (3)
Federal,SCP,3,0.004314870481971033,0.00% (3)
Federal,Manufacturing:Process improvement,3,0.004314870481971033,0.00% (3)
Federal,research,3,0.004314870481971033,0.00% (3)
Federal,1993_GR_NASA,3,0.004314870481971033,0.00% (3)
Federal,2010_AK_NASA,3,0.004314870481971033,0.00% (3)
City,efficient service delivery,3,0.014063378961185074,0.01% (3)
Federal,Information Technology:Conformance testing,3,0.004314870481971033,0.00% (3)
State,Training,3,0.009901316875144395,0.01% (3)
State,Environmental Assessment,3,0.009901316875144395,0.01% (3)
Federal,2013_AK_UAF,3,0.004314870481971033,0.00% (3)
City,Parks,3,0.014063378961185074,0.01% (3)
Federal,Physics: Optical physics,3,0.004314870481971033,0.00% (3)
Federal,environment and geography,3,0.004314870481971033,0.00% (3)
Federal,Landslide Project,3,0.004314870481971033,0.00% (3)
City,Parks and Recreation,3,0.014063378961185074,0.01% (3)
Federal,2013_AK_NASA,3,0.004314870481971033,0.00% (3)
State,Economic Growth,3,0.009901316875144395,0.01% (3)
Federal,2011_AK_NASA,3,0.004314870481971033,0.00% (3)
Federal,2011_AK_UAF,3,0.004314870481971033,0.00% (3)
City,Education and Workforce Development,3,0.014063378961185074,0.01% (3)
State,Infrastructure and Development,3,0.009901316875144395,0.01% (3)
City,Traffic,3,0.014063378961185074,0.01% (3)
Federal,Metrology:Acoustic/vibration metrology,3,0.004314870481971033,0.00% (3)
Federal,Physics:Time and frequency,3,0.004314870481971033,0.00% (3)
Federal,Weather,3,0.004314870481971033,0.00% (3)
Federal,Performance Excellence,3,0.004314870481971033,0.00% (3)
Federal,2012_AK_UAF,3,0.004314870481971033,0.00% (3)
Federal,Electronics:Thin-film electronics,3,0.004314870481971033,0.00% (3)
State,History,3,0.009901316875144395,0.01% (3)
Federal,2012_AK_NASA,3,0.004314870481971033,0.00% (3)
Federal,NIMBUS-7,3,0.004314870481971033,0.00% (3)
State,Elevation,3,0.009901316875144395,0.01% (3)
Federal,Information Technology:Privacy,3,0.004314870481971033,0.00% (3)
County,Pets,3,0.027550739278170634,0.03% (3)
Federal,Forensics:Pattern evidence,3,0.004314870481971033,0.00% (3)
Federal,OCIO,3,0.004314870481971033,0.00% (3)
Federal,INDIA,3,0.004314870481971033,0.00% (3)
Federal,Metrology:Metric,3,0.004314870481971033,0.00% (3)
Federal,ESDIS,3,0.004314870481971033,0.00% (3)
County,iTree Eco Study Results,3,0.027550739278170634,0.03% (3)
Federal,2010_AK_UAF,3,0.004314870481971033,0.00% (3)
Federal,HyMeX,3,0.004314870481971033,0.00% (3)
Federal,Public Safety,3,0.004314870481971033,0.00% (3)
Federal,Nanotechnology:Nanoelectronics,3,0.004314870481971033,0.00% (3)
Federal,Forensics:Ballistics,3,0.004314870481971033,0.00% (3)
State,Historic,3,0.009901316875144395,0.01% (3)
Federal,Nanotechnology:Nanobiotechnology,3,0.004314870481971033,0.00% (3)
Federal,ICWQ,3,0.004314870481971033,0.00% (3)
City,Metro Government,3,0.014063378961185074,0.01% (3)
Federal,finance,3,0.004314870481971033,0.00% (3)
City,thriving neighborhoods,3,0.014063378961185074,0.01% (3)
Federal,Energy,3,0.004314870481971033,0.00% (3)
City,Aviation,3,0.014063378961185074,0.01% (3)
Federal,NRL Coriolis,3,0.004314870481971033,0.00% (3)
City,Art,3,0.014063378961185074,0.01% (3)
Federal,Resilience:Community resilience,3,0.004314870481971033,0.00% (3)
Federal,2016_AK_UAF,3,0.004314870481971033,0.00% (3)
Federal,Section 11. Social Insurance and Human Services,3,0.004314870481971033,0.00% (3)
State,"Environment, Recreation, and Resources",3,0.009901316875144395,0.01% (3)
Federal,Discovery,2,0.002876580321314022,0.00% (2)
Federal,maintenance,2,0.002876580321314022,0.00% (2)
Federal,Chemistry: Thermochemical properties,2,0.002876580321314022,0.00% (2)
Federal,ELTA,2,0.002876580321314022,0.00% (2)
Federal,2018_AK_UAF,2,0.002876580321314022,0.00% (2)
Federal,marketplace,2,0.002876580321314022,0.00% (2)
Federal,AMSR-E/AMSR2 Unified Data,2,0.002876580321314022,0.00% (2)
Federal,USPAT,2,0.002876580321314022,0.00% (2)
Federal,"Buffalo Creek, GA",2,0.002876580321314022,0.00% (2)
Federal,Software testing,2,0.002876580321314022,0.00% (2)
Federal,micro-level,2,0.002876580321314022,0.00% (2)
Federal,Shifts in Trade,2,0.002876580321314022,0.00% (2)
Federal,Veteran health equity,2,0.002876580321314022,0.00% (2)
Federal,Electronics,2,0.002876580321314022,0.00% (2)
Federal,"Education,""Science and Engineering Workforce""",2,0.002876580321314022,0.00% (2)
Federal,citations,2,0.002876580321314022,0.00% (2)
Federal,objections,2,0.002876580321314022,0.00% (2)
Federal,civics,2,0.002876580321314022,0.00% (2)
Federal,Veteran Health Administration Enrollee by County,2,0.002876580321314022,0.00% (2)
Federal,notices,2,0.002876580321314022,0.00% (2)
Federal,nber,2,0.002876580321314022,0.00% (2)
Federal,2019_AK_UAF,2,0.002876580321314022,0.00% (2)
Federal,Advanced Communications:Quantum communications,2,0.002876580321314022,0.00% (2)
Federal,Advanced Communications,2,0.002876580321314022,0.00% (2)
Federal,VIRGAS,2,0.002876580321314022,0.00% (2)
Federal,Cessation Coverage ,2,0.002876580321314022,0.00% (2)
Federal,VA Benefits Summary,2,0.002876580321314022,0.00% (2)
Federal,ATLAS,2,0.002876580321314022,0.00% (2)
Federal,ENERGY,2,0.002876580321314022,0.00% (2)
Federal,Buildings and Construction:Building codes and standards,2,0.002876580321314022,0.00% (2)
Federal,Chemistry: Molecular characterization,2,0.002876580321314022,0.00% (2)
Federal,Chemistry: Theoretical chemistry and modeling,2,0.002876580321314022,0.00% (2)
Federal,Buildings and Construction:Building control systems,2,0.002876580321314022,0.00% (2)
Federal,Cessation Coverage,2,0.002876580321314022,0.00% (2)
Federal,Buildings and Construction:Building economics,2,0.002876580321314022,0.00% (2)
Federal,Software assurance,2,0.002876580321314022,0.00% (2)
Federal,Disaster Readiness,2,0.002876580321314022,0.00% (2)
Federal,dockets,2,0.002876580321314022,0.00% (2)
Federal,machine,2,0.002876580321314022,0.00% (2)
Federal,artificial,2,0.002876580321314022,0.00% (2)
Federal,Caribbean Basin Economic Recovery Act Modeling Tool,2,0.002876580321314022,0.00% (2)
Federal,asset inventory,2,0.002876580321314022,0.00% (2)
Federal,TOGA COARE,2,0.002876580321314022,0.00% (2)
Federal,extract,2,0.002876580321314022,0.00% (2)
Federal,Contracts,2,0.002876580321314022,0.00% (2)
Federal,fee,2,0.002876580321314022,0.00% (2)
Federal,patent trial and appeal board,2,0.002876580321314022,0.00% (2)
Federal,TransCom,2,0.002876580321314022,0.00% (2)
Federal,TOPEX/POSEIDON,2,0.002876580321314022,0.00% (2)
Federal,archive,2,0.002876580321314022,0.00% (2)
Federal,TCTE,2,0.002876580321314022,0.00% (2)
Federal,TC4,2,0.002876580321314022,0.00% (2)
Federal,applications,2,0.002876580321314022,0.00% (2)
Federal,Teen Vaccinations,2,0.002876580321314022,0.00% (2)
Federal,board of patent appeals and interferences,2,0.002876580321314022,0.00% (2)
Federal,Courts,2,0.002876580321314022,0.00% (2)
Federal,Consumer,2,0.002876580321314022,0.00% (2)
Federal,events,2,0.002876580321314022,0.00% (2)
Federal,Cryptography,2,0.002876580321314022,0.00% (2)
Federal,dvd-rom,2,0.002876580321314022,0.00% (2)
Federal,Columbia,2,0.002876580321314022,0.00% (2)
Federal,documents,2,0.002876580321314022,0.00% (2)
Federal,2017_AK_UAF,2,0.002876580321314022,0.00% (2)
Federal,2020_AK_UAF,2,0.002876580321314022,0.00% (2)
Federal,barrister,2,0.002876580321314022,0.00% (2)
Federal,Taiwan - south,2,0.002876580321314022,0.00% (2)
Federal,dvd,2,0.002876580321314022,0.00% (2)
Federal,attorney,2,0.002876580321314022,0.00% (2)
Federal,event,2,0.002876580321314022,0.00% (2)
Federal,2021_AK_UAF,2,0.002876580321314022,0.00% (2)
Federal,Compensation and Pension Recipient by County,2,0.002876580321314022,0.00% (2)
Federal,Top 10,2,0.002876580321314022,0.00% (2)
Federal,enterprise data inventory,2,0.002876580321314022,0.00% (2)
Federal,Composition and structure,2,0.002876580321314022,0.00% (2)
Federal,assignment,2,0.002876580321314022,0.00% (2)
Federal,curated,2,0.002876580321314022,0.00% (2)
Federal,Survey Questions (Tobacco Use),2,0.002876580321314022,0.00% (2)
Federal,frequencies,2,0.002876580321314022,0.00% (2)
Federal,Disability & Health,2,0.002876580321314022,0.00% (2)
Federal,lengthy,2,0.002876580321314022,0.00% (2)
Federal,Standards:Certification,2,0.002876580321314022,0.00% (2)
Federal,agent,2,0.002876580321314022,0.00% (2)
Federal,lawyer,2,0.002876580321314022,0.00% (2)
Federal,Standards,2,0.002876580321314022,0.00% (2)
Federal,abogado,2,0.002876580321314022,0.00% (2)
Federal,learning,2,0.002876580321314022,0.00% (2)
Federal,legal status,2,0.002876580321314022,0.00% (2)
Federal,license,2,0.002876580321314022,0.00% (2)
Federal,"Terengganu, Malaysia",2,0.002876580321314022,0.00% (2)
Federal,licensing,2,0.002876580321314022,0.00% (2)
Federal,listing,2,0.002876580321314022,0.00% (2)
Federal,Chronic Disease Indicators,2,0.002876580321314022,0.00% (2)
Federal,commercialize,2,0.002876580321314022,0.00% (2)
Federal,Textile Trade,2,0.002876580321314022,0.00% (2)
Federal,AGLANDS,2,0.002876580321314022,0.00% (2)
Federal,cases,2,0.002876580321314022,0.00% (2)
Federal,landscape,2,0.002876580321314022,0.00% (2)
Federal,URBANSPATIAL,2,0.002876580321314022,0.00% (2)
Federal,court,2,0.002876580321314022,0.00% (2)
Federal,COVID-19,2,0.002876580321314022,0.00% (2)
Federal,Travel,2,0.002876580321314022,0.00% (2)
Federal,full-text,2,0.002876580321314022,0.00% (2)
Federal,genetic,2,0.002876580321314022,0.00% (2)
Federal,government accountability,2,0.002876580321314022,0.00% (2)
Federal,grant,2,0.002876580321314022,0.00% (2)
Federal,and Prisons,2,0.002876580321314022,0.00% (2)
Federal,CROPCLIM,2,0.002876580321314022,0.00% (2)
Federal,Data Systems,2,0.002876580321314022,0.00% (2)
Federal,intelligence,2,0.002876580321314022,0.00% (2)
Federal,Tuberculosis,2,0.002876580321314022,0.00% (2)
Federal,CLIMMIG,2,0.002876580321314022,0.00% (2)
Federal,historical,2,0.002876580321314022,0.00% (2)
Federal,CIOSS,2,0.002876580321314022,0.00% (2)
Federal,history,2,0.002876580321314022,0.00% (2)
Federal,2014_AK_UAF,2,0.002876580321314022,0.00% (2)
Federal,informative,2,0.002876580321314022,0.00% (2)
Federal,ACRIM III,2,0.002876580321314022,0.00% (2)
Federal,NCA-LDAS,2,0.002876580321314022,0.00% (2)
Federal,Electronics:Optoelectronics,2,0.002876580321314022,0.00% (2)
City,Buildings & Trails,2,0.009375585974123383,0.01% (2)
County,Land Use and Environment,2,0.01836715951878042,0.02% (2)
City,Animal Services,2,0.009375585974123383,0.01% (2)
County,Infrastructure,2,0.01836715951878042,0.02% (2)
County,Health and Social Services,2,0.01836715951878042,0.02% (2)
State,Weather,2,0.00660087791676293,0.01% (2)
Federal,Information Technology:Usability and human factors,2,0.002876580321314022,0.00% (2)
State,Transportation Facilities,2,0.00660087791676293,0.01% (2)
Federal,Public Schools,2,0.002876580321314022,0.00% (2)
City,Building Permits & Inspections,2,0.009375585974123383,0.01% (2)
County,"Forest Preserves, Parks & Recreation",2,0.01836715951878042,0.02% (2)
Federal,ICARTT_2004,2,0.002876580321314022,0.00% (2)
Federal,Injury & Violence,2,0.002876580321314022,0.00% (2)
County,"All People Trust Government is Effective, Efficient and Fiscally Sound",2,0.01836715951878042,0.02% (2)
County,311,2,0.01836715951878042,0.02% (2)
State,Environment & Natural Resources,2,0.00660087791676293,0.01% (2)
Federal,JASON-3,2,0.002876580321314022,0.00% (2)
Federal,Nanotechnology:Nanomagnetics,2,0.002876580321314022,0.00% (2)
Federal,Postsecondary,2,0.002876580321314022,0.00% (2)
State,Transit,2,0.00660087791676293,0.01% (2)
Federal,Electronics:Organic electronics,2,0.002876580321314022,0.00% (2)
State,Economic Supports,2,0.00660087791676293,0.01% (2)
County,Parking in Arlington,2,0.01836715951878042,0.02% (2)
Federal,Information Technology:Federal information standards (FIPS),2,0.002876580321314022,0.00% (2)
Federal,Information Technology:Complex systems,2,0.002876580321314022,0.00% (2)
State,Crashes,2,0.00660087791676293,0.01% (2)
Federal,IFLOODS,2,0.002876580321314022,0.00% (2)
State,Data privacy & security guidance,2,0.00660087791676293,0.01% (2)
Federal,Resilience:Disaster resilience,2,0.002876580321314022,0.00% (2)
Federal,NOBM,2,0.002876580321314022,0.00% (2)
Federal,Resilience,2,0.002876580321314022,0.00% (2)
Federal,Research of potential impact of exposure to Airborne Hazards and Open Burn Pits.,2,0.002876580321314022,0.00% (2)
Federal,IPY DATAPOOL,2,0.002876580321314022,0.00% (2)
Federal,IPY SEA ICE 2002-2003,2,0.002876580321314022,0.00% (2)
Federal,Reference,2,0.002876580321314022,0.00% (2)
State,Dept of Health,2,0.00660087791676293,0.01% (2)
State,Dept of Natural Resources,2,0.00660087791676293,0.01% (2)
State,Early Education,2,0.00660087791676293,0.01% (2)
Federal,Independent Media and Free Flow of Information,2,0.002876580321314022,0.00% (2)
Federal,Information Technology: Computational science,2,0.002876580321314022,0.00% (2)
Federal,Raspberries,2,0.002876580321314022,0.00% (2)
State,Early childhood,2,0.00660087791676293,0.01% (2)
Federal,NOPP,2,0.002876580321314022,0.00% (2)
Federal,Information Technology:Artificial Intelligence,2,0.002876580321314022,0.00% (2)
City,fiscal sustainability,2,0.009375585974123383,0.01% (2)
Federal,"Jornada, NM",2,0.002876580321314022,0.00% (2)
Federal,Polar Winds I,2,0.002876580321314022,0.00% (2)
City,Library Services,2,0.009375585974123383,0.01% (2)
Federal,MEaSUREs/HOMaGE,2,0.002876580321314022,0.00% (2)
Federal,MISR_Volcano_Research,2,0.002876580321314022,0.00% (2)
Federal,MOOSE,2,0.002876580321314022,0.00% (2)
Federal,POAM,2,0.002876580321314022,0.00% (2)
State,Licenses & Certificates,2,0.00660087791676293,0.01% (2)
City,Housing and Buildings,2,0.009375585974123383,0.01% (2)
State,Municipal,2,0.00660087791676293,0.01% (2)
City,History,2,0.009375585974123383,0.01% (2)
City,Health and Social Services,2,0.009375585974123383,0.01% (2)
Federal,Mild TBI,2,0.002876580321314022,0.00% (2)
Federal,Metrology:Time and frequency metrology,2,0.002876580321314022,0.00% (2)
Federal,Manufacturing:Quality assurance,2,0.002876580321314022,0.00% (2)
City,External Datasets,2,0.009375585974123383,0.01% (2)
City,"Economy, Business, SME, Economic development, Employment",2,0.009375585974123383,0.01% (2)
Federal,Metrology:Ionizing radiation metrology,2,0.002876580321314022,0.00% (2)
City,Energy and Environment,2,0.009375585974123383,0.01% (2)
Federal,Mathematics and Statistics: Numerical methods and software,2,0.002876580321314022,0.00% (2)
State,Property Assessment & Levy,2,0.00660087791676293,0.01% (2)
Federal,Metrology:Flow metrology and rheology,2,0.002876580321314022,0.00% (2)
Federal,MERRA-2 Observation,2,0.002876580321314022,0.00% (2)
Federal,Miscellaneous Tariff Bill (MTB),2,0.002876580321314022,0.00% (2)
City,Youth,2,0.009375585974123383,0.01% (2)
City,Customer Service,2,0.009375585974123383,0.01% (2)
City,Trash & Recycling,2,0.009375585974123383,0.01% (2)
State,Training and Wages,2,0.00660087791676293,0.01% (2)
City,CIP,2,0.009375585974123383,0.01% (2)
City,"Services, Social",2,0.009375585974123383,0.01% (2)
City,Revenues,2,0.009375585974123383,0.01% (2)
City,Recycling/Conservation,2,0.009375585974123383,0.01% (2)
Federal,Physics: Spectroscopy,2,0.002876580321314022,0.00% (2)
City,Public Property,2,0.009375585974123383,0.01% (2)
City,Property Data,2,0.009375585974123383,0.01% (2)
Federal,LPJ,2,0.002876580321314022,0.00% (2)
Federal,"La Mancha, Spain",2,0.002876580321314022,0.00% (2)
Federal,People,2,0.002876580321314022,0.00% (2)
City,Planning and Development,2,0.009375585974123383,0.01% (2)
City,City Performance Metrics,2,0.009375585974123383,0.01% (2)
City,"Parks, Parkways",2,0.009375585974123383,0.01% (2)
Federal,Peace and Security,2,0.002876580321314022,0.00% (2)
Federal,National Center for Immunization and Respiratory Diseases,2,0.002876580321314022,0.00% (2)
City,Mobility,2,0.009375585974123383,0.01% (2)
State,State Board of Education,2,0.00660087791676293,0.01% (2)
State,Courts,2,0.00660087791676293,0.01% (2)
Federal,IT Initiatives,2,0.002876580321314022,0.00% (2)
County,business,2,0.01836715951878042,0.02% (2)
Federal,Fire,2,0.002876580321314022,0.00% (2)
Federal,sequence,2,0.002876580321314022,0.00% (2)
Federal,Forensics,2,0.002876580321314022,0.00% (2)
Federal,Forensics:Digital evidence,2,0.002876580321314022,0.00% (2)
Federal,spectrum,2,0.002876580321314022,0.00% (2)
Federal,stata,2,0.002876580321314022,0.00% (2)
Federal,statistics,2,0.002876580321314022,0.00% (2)
Federal,2008_GR_NASA,2,0.002876580321314022,0.00% (2)
Federal,GRACE-DA-DM,2,0.002876580321314022,0.00% (2)
Federal,GRAND,2,0.002876580321314022,0.00% (2)
Federal,GROADS,2,0.002876580321314022,0.00% (2)
Federal,2007_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,2006_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,2005_AN_NASA,2,0.002876580321314022,0.00% (2)
Federal,time series,2,0.002876580321314022,0.00% (2)
Federal,SPECIES,2,0.002876580321314022,0.00% (2)
Federal,SPATIALECON,2,0.002876580321314022,0.00% (2)
Federal,2004_GR_NASA,2,0.002876580321314022,0.00% (2)
Federal,searchable,2,0.002876580321314022,0.00% (2)
Federal,roster,2,0.002876580321314022,0.00% (2)
Federal,SMMR,2,0.002876580321314022,0.00% (2)
Federal,retrieval,2,0.002876580321314022,0.00% (2)
